TANUM,VBELN,LGNUM,VORGA,CONFIRM_TS,MENGE_CONF,LENUM,VLPLA,NLPLA,MEINS,BENUM,TASTATUS
0000700892,4500000158,2000,GOODS_ISSUE,06.05.2025 03:31:39,173,HU888363,A-03-03,A-05-04,PC,OP191,C
0000700893,4500000159,4000,PICK_START,26.05.2025 08:00:00,296,HU235808,A-05-03,A-05-02,PC,OP124,C
0000700894,4500000159,4000,PICK_CONFIRM,26.05.2025 11:24:55,299,HU235808,A-05-03,A-05-02,PC,OP124,C
0000700895,4500000159,4000,PACK_START,26.05.2025 16:51:12,299,HU235808,A-05-03,A-05-02,PC,OP124,C
0000700896,4500000159,4000,PACK_CONFIRM,26.05.2025 19:10:31,299,HU235808,A-05-03,A-05-02,PC,OP124,C
0000700897,4500000159,4000,LOAD,26.05.2025 20:21:55,299,HU235808,A-05-03,A-05-02,PC,OP124,C
0000700898,4500000159,4000,GOODS_ISSUE,26.05.2025 22:40:31,299,HU235808,A-05-03,A-05-02,PC,OP124,C
0000700899,4500000160,1000,PICK_START,30.07.2025 15:00:00,226,HU447412,A-03-04,A-05-04,PC,OP228,C
0000700900,4500000160,1000,PICK_CONFIRM,30.07.2025 16:16:22,226,HU447412,A-03-04,A-05-04,PC,OP228,C
0000700901,4500000160,1000,PACK_START,30.07.2025 18:03:26,226,HU447412,A-03-04,A-05-04,PC,OP228,C
0000700902,4500000160,1000,PACK_CONFIRM,30.07.2025 21:36:14,226,HU447412,A-03-04,A-05-04,PC,OP228,C
0000700903,4500000160,1000,LOAD,31.07.2025 01:09:34,226,HU447412,A-03-04,A-05-04,PC,OP228,C
0000700904,4500000160,1000,GOODS_ISSUE,31.07.2025 03:53:54,226,HU447412,A-03-04,A-05-04,PC,OP228,C
0000700905,4500000161,2000,PICK_START,09.06.2025 13:00:00,286,HU205909,A-04-02,A-05-05,PC,OP138,C
0000700906,4500000161,2000,PICK_CONFIRM,09.06.2025 15:34:49,286,HU205909,A-04-02,A-05-05,PC,OP138,C
0000700907,4500000161,2000,PACK_START,09.06.2025 20:18:23,286,HU205909,A-04-02,A-05-05,PC,OP138,C
0000700908,4500000161,2000,PACK_CONFIRM,09.06.2025 21:21:35,286,HU205909,A-04-02,A-05-05,PC,OP138,C
0000700909,4500000161,2000,LOAD,09.06.2025 23:34:12,286,HU205909,A-04-02,A-05-05,PC,OP138,C
0000700910,4500000161,2000,GOODS_ISSUE,10.06.2025 00:38:30,286,HU205909,A-04-02,A-05-05,PC,OP138,C
0000700911,4500000162,4000,PICK_START,10.07.2025 11:00:00,179,HU124835,A-04-04,A-03-03,PC,OP222,C
0000700912,4500000162,4000,PICK_CONFIRM,10.07.2025 15:34:46,179,HU124835,A-04-04,A-03-03,PC,OP222,C
0000700913,4500000162,4000,PACK_START,10.07.2025 20:22:34,179,HU124835,A-04-04,A-03-03,PC,OP222,C
0000700914,4500000162,4000,PACK_CONFIRM,10.07.2025 22:02:29,179,HU124835,A-04-04,A-03-03,PC,OP222,C
0000700915,4500000162,4000,LOAD,11.07.2025 00:03:55,179,HU124835,A-04-04,A-03-03,PC,OP222,C
0000700916,4500000162,4000,GOODS_ISSUE,11.07.2025 02:43:30,179,HU124835,A-04-04,A-03-03,PC,OP222,C
0000700917,4500000164,2000,PICK_START,03.07.2025 08:00:00,260,HU714841,A-01-02,A-02-05,PC,OP141,C
0000700918,4500000164,2000,PICK_CONFIRM,03.07.2025 12:39:08,260,HU714841,A-01-02,A-02-05,PC,OP141,C
0000700919,4500000164,2000,PACK_START,03.07.2025 15:35:22,260,HU714841,A-01-02,A-02-05,PC,OP141,C
0000700920,4500000164,2000,PACK_CONFIRM,03.07.2025 18:23:28,260,HU714841,A-01-02,A-02-05,PC,OP141,C
0000700921,4500000164,2000,LOAD,03.07.2025 22:02:21,260,HU714841,A-01-02,A-02-05,PC,OP141,C
0000700922,4500000164,2000,GOODS_ISSUE,04.07.2025 00:02:50,260,HU714841,A-01-02,A-02-05,PC,OP141,C
0000700923,4500000165,2000,PICK_START,16.06.2025 09:00:00,75,HU258898,A-05-02,A-03-05,PC,OP120,C
0000700924,4500000165,2000,PICK_CONFIRM,16.06.2025 13:07:15,75,HU258898,A-05-02,A-03-05,PC,OP120,C
0000700925,4500000165,2000,PACK_START,16.06.2025 15:50:50,75,HU258898,A-05-02,A-03-05,PC,OP120,C
0000700926,4500000165,2000,PACK_CONFIRM,16.06.2025 18:51:51,75,HU258898,A-05-02,A-03-05,PC,OP120,C
0000700927,4500000165,2000,LOAD,16.06.2025 22:48:30,75,HU258898,A-05-02,A-03-05,PC,OP120,C
0000700928,4500000165,2000,GOODS_ISSUE,17.06.2025 01:06:30,75,HU258898,A-05-02,A-03-05,PC,OP120,C
0000700929,4500000166,4000,PICK_START,18.05.2025 14:00:00,303,HU756359,A-01-03,A-05-03,PC,OP159,C
0000700930,4500000166,4000,PICK_CONFIRM,18.05.2025 15:31:56,303,HU756359,A-01-03,A-05-03,PC,OP159,C
0000700931,4500000166,4000,PACK_START,18.05.2025 16:47:51,303,HU756359,A-01-03,A-05-03,PC,OP159,C
0000700932,4500000166,4000,PACK_CONFIRM,18.05.2025 17:58:02,303,HU756359,A-01-03,A-05-03,PC,OP159,C
0000700933,4500000166,4000,LOAD,18.05.2025 19:46:06,303,HU756359,A-01-03,A-05-03,PC,OP159,C
0000700934,4500000166,4000,GOODS_ISSUE,18.05.2025 22:20:22,303,HU756359,A-01-03,A-05-03,PC,OP159,C
0000700935,4500000168,4000,PICK_START,30.05.2025 13:00:00,120,HU326122,A-05-02,A-05-01,PC,OP136,C
0000700936,4500000168,4000,PICK_CONFIRM,30.05.2025 14:53:13,120,HU326122,A-05-02,A-05-01,PC,OP136,C
0000700937,4500000168,4000,PACK_START,30.05.2025 16:49:19,120,HU326122,A-05-02,A-05-01,PC,OP136,C
0000700938,4500000168,4000,PACK_CONFIRM,30.05.2025 18:20:36,120,HU326122,A-05-02,A-05-01,PC,OP136,C
0000700939,4500000168,4000,LOAD,30.05.2025 20:53:05,120,HU326122,A-05-02,A-05-01,PC,OP136,C
0000700940,4500000168,4000,GOODS_ISSUE,30.05.2025 22:38:21,120,HU326122,A-05-02,A-05-01,PC,OP136,C
0000700941,4500000169,3000,PICK_START,19.07.2025 14:00:00,243,HU906172,A-05-03,A-02-01,PC,OP228,C
0000700942,4500000169,3000,PICK_CONFIRM,19.07.2025 16:47:25,243,HU906172,A-05-03,A-02-01,PC,OP228,C
0000700943,4500000169,3000,PACK_START,19.07.2025 19:22:47,243,HU906172,A-05-03,A-02-01,PC,OP228,C
0000700944,4500000169,3000,PACK_CONFIRM,19.07.2025 21:02:22,243,HU906172,A-05-03,A-02-01,PC,OP228,C
0000700945,4500000169,3000,LOAD,19.07.2025 22:35:28,243,HU906172,A-05-03,A-02-01,PC,OP228,C
0000700946,4500000169,3000,GOODS_ISSUE,19.07.2025 23:43:39,243,HU906172,A-05-03,A-02-01,PC,OP228,C
0000700947,4500000170,2000,PICK_START,17.05.2025 06:00:00,344,HU641380,A-05-04,A-04-05,PC,OP266,C
0000700948,4500000170,2000,PICK_CONFIRM,17.05.2025 07:34:24,344,HU641380,A-05-04,A-04-05,PC,OP266,C
0000700949,4500000170,2000,PACK_START,17.05.2025 09:46:31,344,HU641380,A-05-04,A-04-05,PC,OP266,C
0000700950,4500000170,2000,PACK_CONFIRM,17.05.2025 12:42:07,344,HU641380,A-05-04,A-04-05,PC,OP266,C
0000700951,4500000170,2000,LOAD,17.05.2025 16:27:28,344,HU641380,A-05-04,A-04-05,PC,OP266,C
0000700952,4500000170,2000,GOODS_ISSUE,17.05.2025 17:56:44,344,HU641380,A-05-04,A-04-05,PC,OP266,C
0000700953,4500000171,3000,PICK_START,05.06.2025 10:00:00,17,HU648706,A-05-05,A-03-01,PC,OP214,C
0000700954,4500000171,3000,PICK_CONFIRM,05.06.2025 15:29:29,17,HU648706,A-05-05,A-03-01,PC,OP214,C
0000700955,4500000171,3000,PACK_START,05.06.2025 19:03:39,17,HU648706,A-05-05,A-03-01,PC,OP214,C
0000700956,4500000171,3000,PACK_CONFIRM,05.06.2025 22:54:19,17,HU648706,A-05-05,A-03-01,PC,OP214,C
0000700958,4500000171,3000,GOODS_ISSUE,06.06.2025 03:19:12,17,HU648706,A-05-05,A-03-01,PC,OP214,C
0000700957,4500000171,3000,LOAD,06.06.2025 00:24:27,17,HU648706,A-05-05,A-03-01,PC,OP214,C
0000700959,4500000172,4000,PICK_START,30.07.2025 08:00:00,58,HU923501,A-01-05,A-03-01,PC,OP174,C
0000700960,4500000172,4000,PICK_CONFIRM,30.07.2025 09:07:07,58,HU923501,A-01-05,A-03-01,PC,OP174,C
0000700961,4500000172,4000,PACK_START,30.07.2025 10:18:29,58,HU923501,A-01-05,A-03-01,PC,OP174,C
0000700962,4500000172,4000,PACK_CONFIRM,30.07.2025 11:31:40,58,HU923501,A-01-05,A-03-01,PC,OP174,C
0000700963,4500000172,4000,LOAD,30.07.2025 13:03:42,58,HU923501,A-01-05,A-03-01,PC,OP174,C
0000700964,4500000172,4000,GOODS_ISSUE,30.07.2025 14:33:56,58,HU923501,A-01-05,A-03-01,PC,OP174,C
0000700965,4500000173,3000,PICK_START,02.07.2025 06:00:00,13,HU477819,A-04-05,A-03-04,PC,OP110,C
0000700966,4500000173,3000,PICK_CONFIRM,02.07.2025 10:30:15,13,HU477819,A-04-05,A-03-04,PC,OP110,C
0000700967,4500000173,3000,PACK_START,02.07.2025 16:08:40,13,HU477819,A-04-05,A-03-04,PC,OP110,C
0000700968,4500000173,3000,PACK_CONFIRM,02.07.2025 17:27:46,13,HU477819,A-04-05,A-03-04,PC,OP110,C
0000700969,4500000173,3000,LOAD,02.07.2025 20:49:25,13,HU477819,A-04-05,A-03-04,PC,OP110,C
0000700970,4500000173,3000,GOODS_ISSUE,02.07.2025 22:25:35,13,HU477819,A-04-05,A-03-04,PC,OP110,C
0000700971,4500000174,2000,PICK_START,05.07.2025 14:00:00,74,HU847385,A-05-05,A-05-02,PC,OP199,C
0000700972,4500000174,2000,PICK_CONFIRM,05.07.2025 15:42:24,74,HU847385,A-05-05,A-05-02,PC,OP199,C
0000700973,4500000174,2000,PACK_CONFIRM,05.07.2025 21:08:35,74,HU847385,A-05-05,A-05-02,PC,OP199,C
0000700974,4500000174,2000,LOAD,05.07.2025 23:19:31,74,HU847385,A-05-05,A-05-02,PC,OP199,C
0000700975,4500000174,2000,GOODS_ISSUE,06.07.2025 01:25:13,74,HU847385,A-05-05,A-05-02,PC,OP199,C
0000700976,4500000175,2000,PICK_START,26.07.2025 16:00:00,99,HU350725,A-02-02,A-04-05,PC,OP255,C
0000700977,4500000175,2000,PICK_CONFIRM,26.07.2025 19:44:53,99,HU350725,A-02-02,A-04-05,PC,OP255,C
0000700978,4500000175,2000,PACK_START,26.07.2025 21:05:06,99,HU350725,A-02-02,A-04-05,PC,OP255,C
0000700979,4500000175,2000,PACK_CONFIRM,26.07.2025 22:22:47,99,HU350725,A-02-02,A-04-05,PC,OP255,C
0000700980,4500000175,2000,LOAD,27.07.2025 01:33:23,99,HU350725,A-02-02,A-04-05,PC,OP255,C
0000700981,4500000175,2000,GOODS_ISSUE,27.07.2025 03:31:51,99,HU350725,A-02-02,A-04-05,PC,OP255,C
0000700982,4500000176,1000,PICK_START,17.05.2025 08:00:00,104,HU178641,A-01-05,A-04-04,PC,OP260,C
0000700983,4500000176,1000,PICK_CONFIRM,17.05.2025 09:01:26,104,HU178641,A-01-05,A-04-04,PC,OP260,C
0000700984,4500000176,1000,PACK_START,17.05.2025 11:07:54,104,HU178641,A-01-05,A-04-04,PC,OP260,C
0000700985,4500000176,1000,PACK_CONFIRM,17.05.2025 14:21:04,104,HU178641,A-01-05,A-04-04,PC,OP260,C
0000700986,4500000176,1000,LOAD,17.05.2025 16:39:34,104,HU178641,A-01-05,A-04-04,PC,OP260,C
0000700988,4500000177,1000,PICK_START,20.06.2025 16:00:00,94,HU621690,A-01-04,A-01-01,PC,OP136,C
0000700987,4500000176,1000,GOODS_ISSUE,17.05.2025 19:20:23,104,HU178641,A-01-05,A-04-04,PC,OP260,C
0000700989,4500000177,1000,PICK_CONFIRM,20.06.2025 17:22:56,94,HU621690,A-01-04,A-01-01,PC,OP136,C
0000700990,4500000177,1000,PACK_START,20.06.2025 18:28:31,94,HU621690,A-01-04,A-01-01,PC,OP136,C
0000700991,4500000177,1000,PACK_CONFIRM,20.06.2025 20:59:49,94,HU621690,A-01-04,A-01-01,PC,OP136,C
0000700992,4500000177,1000,LOAD,20.06.2025 22:05:26,94,HU621690,A-01-04,A-01-01,PC,OP136,C
0000700993,4500000177,1000,GOODS_ISSUE,21.06.2025 00:15:15,94,HU621690,A-01-04,A-01-01,PC,OP136,C
0000700994,4500000178,2000,PICK_START,13.07.2025 14:00:00,192,HU903541,A-02-05,A-04-03,PC,OP122,C
0000700995,4500000178,2000,PICK_CONFIRM,13.07.2025 15:03:10,192,HU903541,A-02-05,A-04-03,PC,OP122,C
0000700996,4500000178,2000,PACK_START,13.07.2025 20:52:22,192,HU903541,A-02-05,A-04-03,PC,OP122,C
0000700997,4500000178,2000,PACK_CONFIRM,14.07.2025 00:49:06,192,HU903541,A-02-05,A-04-03,PC,OP122,C
0000700998,4500000178,2000,LOAD,14.07.2025 03:52:15,192,HU903541,A-02-05,A-04-03,PC,OP122,C
0000700999,4500000178,2000,GOODS_ISSUE,14.07.2025 06:23:07,192,HU903541,A-02-05,A-04-03,PC,OP122,C
0000701000,4500000179,2000,PICK_START,05.07.2025 13:00:00,394,HU623147,A-01-04,A-03-05,PC,OP180,C
0000701001,4500000179,2000,PICK_CONFIRM,05.07.2025 18:35:22,394,HU623147,A-01-04,A-03-05,PC,OP180,C
0000701002,4500000179,2000,PACK_START,05.07.2025 19:47:20,394,HU623147,A-01-04,A-03-05,PC,OP180,C
0000701003,4500000179,2000,PACK_CONFIRM,05.07.2025 22:44:04,394,HU623147,A-01-04,A-03-05,PC,OP180,C
0000701004,4500000179,2000,LOAD,06.07.2025 00:02:39,394,HU623147,A-01-04,A-03-05,PC,OP180,C
0000701005,4500000179,2000,GOODS_ISSUE,06.07.2025 02:58:52,394,HU623147,A-01-04,A-03-05,PC,OP180,C
0000701006,4500000180,1000,PICK_START,22.06.2025 15:00:00,269,HU277961,A-02-05,A-02-01,PC,OP117,C
0000701007,4500000180,1000,PICK_CONFIRM,22.06.2025 16:01:58,269,HU277961,A-02-05,A-02-01,PC,OP117,C
0000701008,4500000180,1000,PACK_START,22.06.2025 19:13:56,269,HU277961,A-02-05,A-02-01,PC,OP117,C
0000701009,4500000180,1000,PACK_CONFIRM,22.06.2025 20:55:20,269,HU277961,A-02-05,A-02-01,PC,OP117,C
0000701010,4500000180,1000,LOAD,22.06.2025 23:27:57,269,HU277961,A-02-05,A-02-01,PC,OP117,C
0000701011,4500000180,1000,GOODS_ISSUE,23.06.2025 01:01:39,269,HU277961,A-02-05,A-02-01,PC,OP117,C
0000701012,4500000181,3000,PICK_START,27.07.2025 06:00:00,373,HU393724,A-04-04,A-03-02,PC,OP190,C
0000701013,4500000181,3000,PICK_CONFIRM,27.07.2025 07:38:21,373,HU393724,A-04-04,A-03-02,PC,OP190,C
0000701014,4500000181,3000,PACK_START,27.07.2025 09:18:46,373,HU393724,A-04-04,A-03-02,PC,OP190,C
0000701015,4500000181,3000,PACK_CONFIRM,27.07.2025 11:51:03,373,HU393724,A-04-04,A-03-02,PC,OP190,C
0000701016,4500000181,3000,LOAD,27.07.2025 15:31:24,373,HU393724,A-04-04,A-03-02,PC,OP190,C
0000701017,4500000181,3000,GOODS_ISSUE,27.07.2025 16:49:01,373,HU393724,A-04-04,A-03-02,PC,OP190,C
0000701018,4500000182,2000,PICK_START,27.07.2025 15:00:00,234,HU193563,A-01-03,A-02-01,PC,OP281,C
0000701019,4500000182,2000,PICK_CONFIRM,27.07.2025 20:06:08,234,HU193563,A-01-03,A-02-01,PC,OP281,C
0000701020,4500000182,2000,PACK_START,28.07.2025 00:24:01,234,HU193563,A-01-03,A-02-01,PC,OP281,C
0000701021,4500000182,2000,PACK_CONFIRM,28.07.2025 02:11:38,234,HU193563,A-01-03,A-02-01,PC,OP281,C
0000701022,4500000182,2000,LOAD,28.07.2025 05:21:59,234,HU193563,A-01-03,A-02-01,PC,OP281,C
0000701023,4500000182,2000,GOODS_ISSUE,28.07.2025 07:03:07,234,HU193563,A-01-03,A-02-01,PC,OP281,C
0000701024,4500000183,1000,PICK_START,23.06.2025 15:00:00,108,HU909438,A-03-05,A-02-04,PC,OP221,C
0000701025,4500000183,1000,PICK_CONFIRM,23.06.2025 18:59:56,108,HU909438,A-03-05,A-02-04,PC,OP221,C
0000701026,4500000183,1000,PACK_START,23.06.2025 22:39:22,108,HU909438,A-03-05,A-02-04,PC,OP221,C
0000701027,4500000183,1000,PACK_CONFIRM,24.06.2025 01:54:48,108,HU909438,A-03-05,A-02-04,PC,OP221,C
0000701028,4500000183,1000,LOAD,24.06.2025 03:11:34,108,HU909438,A-03-05,A-02-04,PC,OP221,C
0000701029,4500000183,1000,GOODS_ISSUE,24.06.2025 05:30:42,108,HU909438,A-03-05,A-02-04,PC,OP221,C
0000701030,4500000184,1000,PICK_START,10.07.2025 08:00:00,362,HU368463,A-05-05,A-03-05,PC,OP266,C
0000701031,4500000184,1000,PICK_CONFIRM,10.07.2025 10:16:21,362,HU368463,A-05-05,A-03-05,PC,OP266,C
0000701032,4500000184,1000,PACK_START,10.07.2025 15:49:22,362,HU368463,A-05-05,A-03-05,PC,OP266,C
0000701033,4500000184,1000,PACK_CONFIRM,10.07.2025 17:04:28,362,HU368463,A-05-05,A-03-05,PC,OP266,C
0000701034,4500000184,1000,LOAD,10.07.2025 19:52:09,362,HU368463,A-05-05,A-03-05,PC,OP266,C
0000701035,4500000184,1000,GOODS_ISSUE,10.07.2025 21:57:24,362,HU368463,A-05-05,A-03-05,PC,OP266,C
0000701036,4500000185,2000,PICK_START,11.07.2025 12:00:00,357,HU247269,A-01-04,A-04-04,PC,OP224,C
0000701037,4500000185,2000,PICK_CONFIRM,11.07.2025 15:49:24,357,HU247269,A-01-04,A-04-04,PC,OP224,C
0000701038,4500000185,2000,PACK_START,11.07.2025 21:46:56,357,HU247269,A-01-04,A-04-04,PC,OP224,C
0000701039,4500000185,2000,PACK_CONFIRM,11.07.2025 23:58:28,357,HU247269,A-01-04,A-04-04,PC,OP224,C
0000701040,4500000185,2000,LOAD,12.07.2025 01:35:08,357,HU247269,A-01-04,A-04-04,PC,OP224,C
0000701041,4500000185,2000,GOODS_ISSUE,12.07.2025 03:41:23,357,HU247269,A-01-04,A-04-04,PC,OP224,C
0000701042,4500000186,3000,PICK_START,05.06.2025 14:00:00,366,HU141515,A-03-02,A-02-05,PC,OP202,C
0000701043,4500000186,3000,PICK_CONFIRM,05.06.2025 17:00:10,366,HU141515,A-03-02,A-02-05,PC,OP202,C
0000701044,4500000186,3000,PACK_START,05.06.2025 20:45:20,366,HU141515,A-03-02,A-02-05,PC,OP202,C
0000701045,4500000186,3000,PACK_CONFIRM,05.06.2025 23:50:48,366,HU141515,A-03-02,A-02-05,PC,OP202,C
0000701046,4500000186,3000,LOAD,06.06.2025 02:58:02,366,HU141515,A-03-02,A-02-05,PC,OP202,C
0000701047,4500000186,3000,GOODS_ISSUE,06.06.2025 04:17:19,366,HU141515,A-03-02,A-02-05,PC,OP202,C
0000701048,4500000187,1000,PICK_START,21.07.2025 14:00:00,139,HU528902,A-04-05,A-05-02,PC,OP133,C
0000701050,4500000187,1000,PACK_START,21.07.2025 17:43:10,142,HU528902,A-04-05,A-05-02,PC,OP133,C
0000701049,4500000187,1000,PICK_CONFIRM,21.07.2025 16:25:56,142,HU528902,A-04-05,A-05-02,PC,OP133,C
0000701051,4500000187,1000,PACK_CONFIRM,21.07.2025 21:02:25,142,HU528902,A-04-05,A-05-02,PC,OP133,C
0000701052,4500000187,1000,LOAD,21.07.2025 22:33:58,142,HU528902,A-04-05,A-05-02,PC,OP133,C
0000701053,4500000187,1000,GOODS_ISSUE,22.07.2025 00:33:18,142,HU528902,A-04-05,A-05-02,PC,OP133,C
0000701054,4500000188,2000,PICK_START,20.07.2025 12:00:00,319,HU562241,A-03-02,A-04-02,PC,OP259,C
0000701055,4500000188,2000,PICK_CONFIRM,20.07.2025 14:45:56,319,HU562241,A-03-02,A-04-02,PC,OP259,C
0000701056,4500000188,2000,PACK_START,20.07.2025 18:41:45,319,HU562241,A-03-02,A-04-02,PC,OP259,C
0000701057,4500000188,2000,PACK_CONFIRM,20.07.2025 21:14:57,319,HU562241,A-03-02,A-04-02,PC,OP259,C
0000701058,4500000188,2000,LOAD,21.07.2025 00:27:36,319,HU562241,A-03-02,A-04-02,PC,OP259,C
0000701059,4500000188,2000,GOODS_ISSUE,21.07.2025 01:35:50,319,HU562241,A-03-02,A-04-02,PC,OP259,C
0000701060,4500000189,2000,PICK_START,17.06.2025 14:00:00,237,HU428881,A-03-02,A-01-03,PC,OP274,C
0000701062,4500000189,2000,PACK_START,17.06.2025 21:29:09,237,HU428881,A-03-02,A-01-03,PC,OP274,C
0000701061,4500000189,2000,PICK_CONFIRM,17.06.2025 16:28:16,237,HU428881,A-03-02,A-01-03,PC,OP274,C
0000701063,4500000189,2000,PACK_CONFIRM,18.06.2025 01:21:21,237,HU428881,A-03-02,A-01-03,PC,OP274,C
0000701064,4500000189,2000,LOAD,18.06.2025 04:59:03,237,HU428881,A-03-02,A-01-03,PC,OP274,C
0000701065,4500000189,2000,GOODS_ISSUE,18.06.2025 07:36:38,237,HU428881,A-03-02,A-01-03,PC,OP274,C
0000701066,4500000190,4000,PICK_START,06.06.2025 09:00:00,353,HU533265,A-04-02,A-03-05,PC,OP167,C
0000701067,4500000190,4000,PICK_CONFIRM,06.06.2025 13:23:04,353,HU533265,A-04-02,A-03-05,PC,OP167,C
0000701068,4500000190,4000,PACK_START,06.06.2025 15:57:47,353,HU533265,A-04-02,A-03-05,PC,OP167,C
0000701069,4500000190,4000,PACK_CONFIRM,06.06.2025 19:49:46,353,HU533265,A-04-02,A-03-05,PC,OP167,C
0000701070,4500000190,4000,LOAD,06.06.2025 22:22:44,353,HU533265,A-04-02,A-03-05,PC,OP167,C
0000701071,4500000190,4000,GOODS_ISSUE,06.06.2025 23:23:54,353,HU533265,A-04-02,A-03-05,PC,OP167,C
0000701072,4500000191,2000,PICK_START,31.07.2025 09:00:00,248,HU815711,A-01-02,A-04-05,PC,OP264,C
0000701073,4500000191,2000,PICK_CONFIRM,31.07.2025 11:10:27,248,HU815711,A-01-02,A-04-05,PC,OP264,C
0000701074,4500000191,2000,PACK_START,31.07.2025 13:30:04,248,HU815711,A-01-02,A-04-05,PC,OP264,C
0000701075,4500000191,2000,PACK_CONFIRM,31.07.2025 15:11:20,248,HU815711,A-01-02,A-04-05,PC,OP264,C
0000701076,4500000191,2000,LOAD,31.07.2025 18:41:37,248,HU815711,A-01-02,A-04-05,PC,OP264,C
0000701077,4500000191,2000,GOODS_ISSUE,31.07.2025 21:21:59,248,HU815711,A-01-02,A-04-05,PC,OP264,C
0000701078,4500000192,1000,PICK_START,21.07.2025 15:00:00,251,HU159830,A-05-04,A-02-03,PC,OP279,C
0000701079,4500000192,1000,PICK_CONFIRM,21.07.2025 16:38:28,251,HU159830,A-05-04,A-02-03,PC,OP279,C
0000701080,4500000192,1000,PACK_START,21.07.2025 19:45:25,251,HU159830,A-05-04,A-02-03,PC,OP279,C
0000701081,4500000192,1000,PACK_CONFIRM,21.07.2025 23:34:33,251,HU159830,A-05-04,A-02-03,PC,OP279,C
0000701082,4500000192,1000,LOAD,22.07.2025 00:40:25,251,HU159830,A-05-04,A-02-03,PC,OP279,C
0000701083,4500000192,1000,GOODS_ISSUE,22.07.2025 02:22:06,251,HU159830,A-05-04,A-02-03,PC,OP279,C
0000701084,4500000193,2000,PICK_START,14.06.2025 15:00:00,199,HU961127,A-04-03,A-01-01,PC,OP139,C
0000701085,4500000193,2000,PICK_CONFIRM,14.06.2025 17:42:55,199,HU961127,A-04-03,A-01-01,PC,OP139,C
0000701086,4500000193,2000,PACK_START,14.06.2025 20:50:06,199,HU961127,A-04-03,A-01-01,PC,OP139,C
0000701087,4500000193,2000,PACK_CONFIRM,14.06.2025 23:05:32,199,HU961127,A-04-03,A-01-01,PC,OP139,C
0000701088,4500000193,2000,LOAD,15.06.2025 02:20:56,199,HU961127,A-04-03,A-01-01,PC,OP139,C
0000701089,4500000193,2000,GOODS_ISSUE,15.06.2025 04:04:45,199,HU961127,A-04-03,A-01-01,PC,OP139,C
0000701090,4500000194,1000,PICK_START,16.07.2025 13:00:00,374,HU994498,A-01-04,A-02-05,PC,OP196,C
0000701091,4500000194,1000,PICK_CONFIRM,16.07.2025 18:01:42,374,HU994498,A-01-04,A-02-05,PC,OP196,C
0000701092,4500000194,1000,PACK_START,16.07.2025 21:31:34,374,HU994498,A-01-04,A-02-05,PC,OP196,C
0000701093,4500000194,1000,PACK_CONFIRM,17.07.2025 01:30:46,374,HU994498,A-01-04,A-02-05,PC,OP196,C
0000701094,4500000194,1000,LOAD,17.07.2025 05:03:40,374,HU994498,A-01-04,A-02-05,PC,OP196,C
0000701095,4500000194,1000,GOODS_ISSUE,17.07.2025 07:05:42,374,HU994498,A-01-04,A-02-05,PC,OP196,C
0000701096,4500000195,2000,PICK_START,24.06.2025 14:00:00,35,HU265890,A-04-04,A-03-03,PC,OP118,C
0000701097,4500000195,2000,PICK_CONFIRM,24.06.2025 17:47:14,35,HU265890,A-04-04,A-03-03,PC,OP118,C
0000701099,4500000195,2000,PACK_CONFIRM,24.06.2025 22:44:36,35,HU265890,A-04-04,A-03-03,PC,OP118,C
0000701098,4500000195,2000,PACK_START,24.06.2025 20:30:29,35,HU265890,A-04-04,A-03-03,PC,OP118,C
0000701100,4500000195,2000,LOAD,25.06.2025 00:47:48,35,HU265890,A-04-04,A-03-03,PC,OP118,C
0000701101,4500000195,2000,GOODS_ISSUE,25.06.2025 03:09:21,35,HU265890,A-04-04,A-03-03,PC,OP118,C
0000701102,4500000196,4000,PICK_START,11.06.2025 11:00:00,382,HU333886,A-03-03,A-03-05,PC,OP271,C
0000701103,4500000196,4000,PICK_CONFIRM,11.06.2025 14:06:32,382,HU333886,A-03-03,A-03-05,PC,OP271,C
0000701104,4500000196,4000,PACK_START,11.06.2025 17:07:58,382,HU333886,A-03-03,A-03-05,PC,OP271,C
0000701105,4500000196,4000,PACK_CONFIRM,11.06.2025 20:51:14,382,HU333886,A-03-03,A-03-05,PC,OP271,C
0000701106,4500000196,4000,LOAD,11.06.2025 22:05:29,382,HU333886,A-03-03,A-03-05,PC,OP271,C
0000701107,4500000196,4000,GOODS_ISSUE,11.06.2025 23:46:43,382,HU333886,A-03-03,A-03-05,PC,OP271,C
0000701108,4500000197,4000,PICK_START,22.07.2025 09:00:00,190,HU198045,A-03-02,A-03-05,PC,OP219,C
0000701109,4500000197,4000,PICK_CONFIRM,22.07.2025 13:18:36,190,HU198045,A-03-02,A-03-05,PC,OP219,C
0000701110,4500000197,4000,PACK_START,22.07.2025 17:48:48,190,HU198045,A-03-02,A-03-05,PC,OP219,C
0000701111,4500000197,4000,PACK_CONFIRM,22.07.2025 19:03:13,190,HU198045,A-03-02,A-03-05,PC,OP219,C
0000701112,4500000197,4000,LOAD,22.07.2025 20:33:16,190,HU198045,A-03-02,A-03-05,PC,OP219,C
0000701113,4500000197,4000,GOODS_ISSUE,22.07.2025 21:45:37,190,HU198045,A-03-02,A-03-05,PC,OP219,C
0000701114,4500000198,1000,PICK_START,25.06.2025 08:00:00,58,HU773693,A-04-03,A-03-05,PC,OP127,C
